Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-001026925-protein2371.fasta	GCF_001026925	NZ_CP010867.1	397520	400304	2371	Translation initiation factor IF-2	http://purl.uniprot.org/uniprot/P0A3K6
GCF-001026925-protein3484.fasta	GCF_001026925	NZ_CP010867.1	1565317	1566487	3484	Putative iron-dependent peroxidase, Dyp-type family	http://purl.uniprot.org/uniprot/A0A0E1EIV4
GCF-001026925-protein3114.fasta	GCF_001026925	NZ_CP010867.1	1179374	1180001	3114	Prophage pi3 protein 59	http://purl.uniprot.org/uniprot/A0A0H1W175
GCF-000427035-protein2737.fasta	GCF_000427035	NC_021485.1	634411	634885	2737	Terminase	http://purl.uniprot.org/uniprot/A0A0E1EG45
GCF-000007265-protein1799.fasta	GCF_000007265	NC_004116.1	1852427	1852715	1799	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8DXJ2
GCF-000689235-protein1734.fasta	GCF_000689235	NZ_HG939456.1	1818209	1818983	1734	DNA-binding response regulator	http://purl.uniprot.org/uniprot/A0A1J7V3S4
GCF-001026925-protein2121.fasta	GCF_001026925	NZ_CP010867.1	139110	139476	2121	Putative alkaline-shock protein	http://purl.uniprot.org/uniprot/A0A1R4L7E2
GCF-000689235-protein632.fasta	GCF_000689235	NZ_HG939456.1	665018	666353	632	1,2-diacylglycerol 3-glucosyltransferase	http://purl.uniprot.org/uniprot/S9KS47
GCF-000196055-protein1479.fasta	GCF_000196055	NC_004368.1	1531022	1532576	1479	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0H1KM01
GCF-001026925-protein3592.fasta	GCF_001026925	NZ_CP010867.1	1671142	1672210	3592	aminopeptidase P family protein	http://purl.uniprot.org/uniparc/UPI00005C7503
GCF-001026925-protein2612.fasta	GCF_001026925	NZ_CP010867.1	643474	644044	2612	Prophage pi2 protein 39	http://purl.uniprot.org/uniprot/A0A0H1W4H1
GCF-000012705-protein2661.fasta	GCF_000012705	NC_007432.1	567267	568683	2661	Terminase	http://purl.uniprot.org/uniprot/S9L267
GCF-000689235-protein1314.fasta	GCF_000689235	NZ_HG939456.1	1392089	1392614	1314	NUDIX hydrolase	http://purl.uniprot.org/uniprot/A0A1J7X341
GCF-000007265-protein435.fasta	GCF_000007265	NC_004116.1	463370	464546	435	Transposase, IS256 family	http://purl.uniprot.org/uniprot/Q8E1B2
GCF-000689235-protein1693.fasta	GCF_000689235	NZ_HG939456.1	1772523	1773138	1693	Nitroreductase	http://purl.uniprot.org/uniprot/A0A1J7V9I4
GCF-001026925-protein2363.fasta	GCF_001026925	NZ_CP010867.1	391490	392216	2363	Multidrug ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/A0A1F0C8B9
GCF-000689235-protein997.fasta	GCF_000689235	NZ_HG939456.1	1061941	1062916	997	Putative ribose-phosphate pyrophosphokinase	http://purl.uniprot.org/uniprot/E7S460
GCF-000427035-protein3287.fasta	GCF_000427035	NC_021485.1	1216589	1217378	3287	Acetyl esterase	http://purl.uniprot.org/uniprot/K0JNA3
GCF-001026925-protein4010.fasta	GCF_001026925	NZ_CP010867.1	2086025	2088605	4010	Copper ABC transporter permease	http://purl.uniprot.org/uniprot/A0A0E1EPZ0
GCF-001026925-protein2238.fasta	GCF_001026925	NZ_CP010867.1	256859	257510	2238	Amino acid ABC transporter permease	http://purl.uniprot.org/uniprot/A0A1F0CED7
GCF-000007265-protein1792.fasta	GCF_000007265	NC_004116.1	1846116	1846422	1792	Phage head-tail adapter protein	http://purl.uniprot.org/uniprot/A0A1F0C7B3
GCF-001026925-protein3707.fasta	GCF_001026925	NZ_CP010867.1	1790398	1791355	3707	Dihydrofolate reductase	http://purl.uniprot.org/uniprot/A0A0E1EJQ5
GCF-000427035-protein3529.fasta	GCF_000427035	NC_021485.1	1468661	1469165	3529	YkgJ family cysteine cluster protein	http://purl.uniprot.org/uniparc/UPI000332D961
GCF-001026925-protein2115.fasta	GCF_001026925	NZ_CP010867.1	132758	133778	2115	Sensor histidine kinase	http://purl.uniprot.org/uniprot/F8XXR4
GCF-001026925-protein2140.fasta	GCF_001026925	NZ_CP010867.1	160692	161607	2140	Peptide ABC transporter permease	http://purl.uniprot.org/uniprot/S9CJQ9
GCF-001026925-protein2211.fasta	GCF_001026925	NZ_CP010867.1	235422	236298	2211	Replication initiation protein	http://purl.uniprot.org/uniprot/A0A1F0CDH3
GCF-000689235-protein1539.fasta	GCF_000689235	NZ_HG939456.1	1613253	1613553	1539	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EH94
GCF-001026925-protein3236.fasta	GCF_001026925	NZ_CP010867.1	1308594	1309509	3236	Diacylglycerol kinase	http://purl.uniprot.org/uniprot/A0A076YXW3
GCF-000196055-protein246.fasta	GCF_000196055	NC_004368.1	262708	263134	246	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7B3
GCF-000689235-protein866.fasta	GCF_000689235	NZ_HG939456.1	921681	922182	866	Antirestriction protein ArdA	http://purl.uniprot.org/uniprot/A0A0M2AXQ8
GCF-001026925-protein2934.fasta	GCF_001026925	NZ_CP010867.1	1001079	1001928	2934	Lipoprotein	http://purl.uniprot.org/uniprot/A0A1F0CGJ0
GCF-001026925-protein3777.fasta	GCF_001026925	NZ_CP010867.1	1865398	1866331	3777	Tagatose-6-phosphate kinase	http://purl.uniprot.org/uniprot/A0A0E1EP61
GCF-000689235-protein1232.fasta	GCF_000689235	NZ_HG939456.1	1300743	1302072	1232	Glycosyltransferase-stabilizing protein Gtf2	http://purl.uniprot.org/uniprot/Q3S2Y1
GCF-000196055-protein247.fasta	GCF_000196055	NC_004368.1	263199	263481	247	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7B2
GCF-001026925-protein3305.fasta	GCF_001026925	NZ_CP010867.1	1377023	1378244	3305	Peptidase T	http://purl.uniprot.org/uniprot/A0A0H1JQL8
GCF-001026925-protein3826.fasta	GCF_001026925	NZ_CP010867.1	1913219	1913747	3826	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1C0BDK4
GCF-000689235-protein1229.fasta	GCF_000689235	NZ_HG939456.1	1297814	1299527	1229	Gly	http://purl.uniprot.org/uniprot/Q3S2X9
GCF-001026925-protein3250.fasta	GCF_001026925	NZ_CP010867.1	1323769	1324180	3250	Peptide deformylase	http://purl.uniprot.org/uniprot/F8Y1I1
GCF-001026925-protein3219.fasta	GCF_001026925	NZ_CP010867.1	1293210	1293576	3219	50S ribosomal protein L7/L12	http://purl.uniprot.org/uniprot/Q3K0K9
GCF-000689235-protein652.fasta	GCF_000689235	NZ_HG939456.1	688525	689428	652	Putative permease	http://purl.uniprot.org/uniprot/E7S539
GCF-000689235-protein1234.fasta	GCF_000689235	NZ_HG939456.1	1303591	1305988	1234	Protein translocase subunit SecA	http://purl.uniprot.org/uniprot/Q3S2Y3
GCF-001026925-protein3958.fasta	GCF_001026925	NZ_CP010867.1	2038395	2038953	3958	Putative phage protein	http://purl.uniprot.org/uniprot/A0A076Z3Y9
GCF-001026925-protein3425.fasta	GCF_001026925	NZ_CP010867.1	1508594	1509401	3425	Binding-protein-dependent transport system membrane protein	http://purl.uniprot.org/uniprot/F8Y263
GCF-001026925-protein3741.fasta	GCF_001026925	NZ_CP010867.1	1824940	1826836	3741	Endopeptidase O	http://purl.uniprot.org/uniprot/A0A0H1EXT3
GCF-000007265-protein2046.fasta	GCF_000007265	NC_004116.1	2094790	2095222	2046	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0C8S0
GCF-001026925-protein3063.fasta	GCF_001026925	NZ_CP010867.1	1132487	1132835	3063	Cysteine desulfurase	http://purl.uniprot.org/uniprot/S9CNB2
GCF-000007265-protein1917.fasta	GCF_000007265	NC_004116.1	1964053	1964260	1917	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1TT37
GCF-000689235-protein28.fasta	GCF_000689235	NZ_HG939456.1	46357	47257	28	Zoocin A	http://purl.uniprot.org/uniprot/S9KZM9
GCF-001026925-protein3013.fasta	GCF_001026925	NZ_CP010867.1	1081117	1082410	3013	Dihydroorotase	http://purl.uniprot.org/uniprot/A0A1C0BBB7
GCF-001026925-protein3245.fasta	GCF_001026925	NZ_CP010867.1	1316609	1317236	3245	GTP pyrophosphokinase	http://purl.uniprot.org/uniprot/R4Z8Z6
GCF-000007265-protein1798.fasta	GCF_000007265	NC_004116.1	1851495	1851975	1798	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1P8VVU4
GCF-001026925-protein3110.fasta	GCF_001026925	NZ_CP010867.1	1176284	1176980	3110	Membrane protein	http://purl.uniprot.org/uniprot/S9CXS0
GCF-000689235-protein1681.fasta	GCF_000689235	NZ_HG939456.1	1759413	1760415	1681	Sugar-binding domain protein	http://purl.uniprot.org/uniprot/E7S297
GCF-001026925-protein3850.fasta	GCF_001026925	NZ_CP010867.1	1926878	1927487	3850	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E2X4
GCF-001026925-protein3534.fasta	GCF_001026925	NZ_CP010867.1	1613833	1614904	3534	Methionine import ATP-binding protein MetN	http://purl.uniprot.org/uniprot/A0A0H1HR12
GCF-001026925-protein3785.fasta	GCF_001026925	NZ_CP010867.1	1873775	1876358	3785	Histidine triad protein	http://purl.uniprot.org/uniprot/A0A0E1EJM4
GCF-001026925-protein3306.fasta	GCF_001026925	NZ_CP010867.1	1378378	1380046	3306	Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	http://purl.uniprot.org/uniprot/A0A0G2Z854
GCF-000689235-protein1667.fasta	GCF_000689235	NZ_HG939456.1	1744368	1744833	1667	Transcriptional regulator CtsR	http://purl.uniprot.org/uniprot/F8Y303
GCF-000007265-protein1223.fasta	GCF_000007265	NC_004116.1	1268733	1269102	1223	Cadmium efflux system accessory protein	http://purl.uniprot.org/uniprot/D3VND2
GCF-000196055-protein492.fasta	GCF_000196055	NC_004368.1	509186	509942	492	class I SAM-dependent methyltransferase	http://purl.uniprot.org/uniparc/UPI00026431B2
GCF-001026925-protein2656.fasta	GCF_001026925	NZ_CP010867.1	690795	691749	2656	CylF protein	http://purl.uniprot.org/uniprot/S9MGQ6
GCF-000012705-protein2676.fasta	GCF_000012705	NC_007432.1	582517	582910	2676	DUF1366 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005C7047
GCF-000689235-protein1767.fasta	GCF_000689235	NZ_HG939456.1	1847356	1848478	1767	Integrase	http://purl.uniprot.org/uniprot/S9KVR0
GCF-001026925-protein2577.fasta	GCF_001026925	NZ_CP010867.1	609920	610451	2577	TetR/AcrR family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0002B9D4A1
GCF-001026925-protein2930.fasta	GCF_001026925	NZ_CP010867.1	996204	997767	2930	GMP synthase [glutamine-hydrolyzing]	http://purl.uniprot.org/uniprot/Q3K1C0
GCF-000689235-protein1701.fasta	GCF_000689235	NZ_HG939456.1	1784023	1784365	1701	Preprotein translocase, YajC subunit	http://purl.uniprot.org/uniprot/E7S221
GCF-001026925-protein2925.fasta	GCF_001026925	NZ_CP010867.1	991161	991374	2925	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1C2CFZ8
GCF-000007265-protein551.fasta	GCF_000007265	NC_004116.1	569395	570715	551	Group II intron reverse transcriptase/maturase	http://purl.uniprot.org/uniprot/A0A1F0C5N3
GCF-001026925-protein3133.fasta	GCF_001026925	NZ_CP010867.1	1200421	1201147	3133	Polysaccharide biosynthesis protein CpsM(V)	http://purl.uniprot.org/uniprot/Q8DZD7
GCF-000196055-protein241.fasta	GCF_000196055	NC_004368.1	258656	259790	241	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7B8
GCF-001026925-protein2668.fasta	GCF_001026925	NZ_CP010867.1	707372	708434	2668	Conserved domain protein	http://purl.uniprot.org/uniprot/Q8E0P6
GCF-001026925-protein3638.fasta	GCF_001026925	NZ_CP010867.1	1725100	1725550	3638	PTS fructose transporter subunit IIA	http://purl.uniprot.org/uniprot/A0A0E1EJ89
GCF-000012705-protein4002.fasta	GCF_000012705	NC_007432.1	1954689	1954893	4002		
GCF-001026925-protein2673.fasta	GCF_001026925	NZ_CP010867.1	711962	713408	2673	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7V8R0
GCF-001026925-protein3441.fasta	GCF_001026925	NZ_CP010867.1	1526749	1527439	3441	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	http://purl.uniprot.org/uniprot/S8G370
GCF-001026925-protein2170.fasta	GCF_001026925	NZ_CP010867.1	197626	197950	2170	Thiol reductase thioredoxin	http://purl.uniprot.org/uniprot/A0A1F0C8P2
GCF-001026925-protein2736.fasta	GCF_001026925	NZ_CP010867.1	779556	780459	2736	HAD family hydrolase	http://purl.uniprot.org/uniprot/S9KSZ0
GCF-001026925-protein3266.fasta	GCF_001026925	NZ_CP010867.1	1341327	1342962	3266	Choline binding protein D	http://purl.uniprot.org/uniprot/S9CT69
GCF-001026925-protein2190.fasta	GCF_001026925	NZ_CP010867.1	218598	219528	2190	Transketolase	http://purl.uniprot.org/uniprot/A0A1F0CDP9
GCF-000689235-protein457.fasta	GCF_000689235	NZ_HG939456.1	486774	486984	457	DUF910 domain-containing protein	http://purl.uniprot.org/uniprot/R4Z881
GCF-001026925-protein2231.fasta	GCF_001026925	NZ_CP010867.1	252474	253155	2231	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00027B0136
GCF-001026925-protein2213.fasta	GCF_001026925	NZ_CP010867.1	237083	238340	2213	Recombination protein	http://purl.uniprot.org/uniprot/C5WEI9
GCF-001026925-protein2785.fasta	GCF_001026925	NZ_CP010867.1	834366	835086	2785	Pseudouridine synthase	http://purl.uniprot.org/uniprot/A0A0E1EH13
GCF-000012705-protein2675.fasta	GCF_000012705	NC_007432.1	580502	582506	2675	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB269
GCF-001026925-protein3545.fasta	GCF_001026925	NZ_CP010867.1	1623679	1624393	3545	Glycerol transporter	http://purl.uniprot.org/uniprot/S9CIL3
GCF-000689235-protein537.fasta	GCF_000689235	NZ_HG939456.1	566719	567376	537	Multidrug ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/S9LS96
GCF-001026925-protein2022.fasta	GCF_001026925	NZ_CP010867.1	44556	46104	2022	Bifunctional purine biosynthesis protein PurH	http://purl.uniprot.org/uniprot/P67545
GCF-001026925-protein3475.fasta	GCF_001026925	NZ_CP010867.1	1558113	1558773	3475	Acetoin utilization protein	http://purl.uniprot.org/uniprot/A0A0E1EPF8
GCF-001026925-protein3288.fasta	GCF_001026925	NZ_CP010867.1	1361977	1363192	3288	Probable tRNA sulfurtransferase	http://purl.uniprot.org/uniprot/F8Y1L8
GCF-001026925-protein3632.fasta	GCF_001026925	NZ_CP010867.1	1716473	1718054	3632	Type I restriction-modification system subunit M	http://purl.uniprot.org/uniprot/A0A0E1EJ84
GCF-001026925-protein2921.fasta	GCF_001026925	NZ_CP010867.1	987551	988370	2921	Uncharacterized protein	http://purl.uniprot.org/uniprot/M4YY95
GCF-000689235-protein820.fasta	GCF_000689235	NZ_HG939456.1	872067	872328	820	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7WBH6
GCF-000196055-protein1063.fasta	GCF_000196055	NC_004368.1	1104468	1104897	1063	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y0E2
GCF-001026925-protein2013.fasta	GCF_001026925	NZ_CP010867.1	33434	34313	2013	Protease, putative	http://purl.uniprot.org/uniprot/A0A0H1WAA4
GCF-001026925-protein2107.fasta	GCF_001026925	NZ_CP010867.1	125356	126298	2107	Branched-chain amino acid ABC transporter, permease protein	http://purl.uniprot.org/uniprot/E7S706
GCF-001026925-protein2208.fasta	GCF_001026925	NZ_CP010867.1	233907	234138	2208	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0CCL8
GCF-001026925-protein2985.fasta	GCF_001026925	NZ_CP010867.1	1052961	1053678	2985	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7VC27
GCF-001026925-protein3365.fasta	GCF_001026925	NZ_CP010867.1	1445701	1446694	3365	Accessory Sec system protein Asp3	http://purl.uniprot.org/uniprot/A0A0E1EP63
GCF-000689235-protein569.fasta	GCF_000689235	NZ_HG939456.1	598288	599140	569	Sortase	http://purl.uniprot.org/uniprot/S9MGR3
GCF-000689235-protein804.fasta	GCF_000689235	NZ_HG939456.1	855528	856314	804	Glutamine amidotransferase	http://purl.uniprot.org/uniprot/S9B004
GCF-000007265-protein991.fasta	GCF_000007265	NC_004116.1	1031541	1032075	991	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000810D11D
GCF-000689235-protein1198.fasta	GCF_000689235	NZ_HG939456.1	1266803	1267298	1198	Putative membrane protein	http://purl.uniprot.org/uniprot/A0A0H1URV4
GCF-001026925-protein3552.fasta	GCF_001026925	NZ_CP010867.1	1628544	1629066	3552	Isochorismatase	http://purl.uniprot.org/uniprot/A0A0H1V2T7
GCF-000689235-protein477.fasta	GCF_000689235	NZ_HG939456.1	507563	508256	477	Glutamine ABC transporter permease	http://purl.uniprot.org/uniprot/S9B9W9
GCF-000427035-protein4058.fasta	GCF_000427035	NC_021485.1	2007872	2008280	4058	NAD(FAD)-dependent dehydrogenase	http://purl.uniprot.org/uniprot/A0A1F0C6B0
GCF-001026925-protein2972.fasta	GCF_001026925	NZ_CP010867.1	1040771	1041533	2972	Ferrichrome transport ATP-binding protein FhuC	http://purl.uniprot.org/uniprot/A0A075MXS2
GCF-000689235-protein1510.fasta	GCF_000689235	NZ_HG939456.1	1578461	1579904	1510	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	http://purl.uniprot.org/uniprot/Q3JZM2
GCF-000689235-protein1518.fasta	GCF_000689235	NZ_HG939456.1	1587753	1588539	1518	GTP-sensing transcriptional pleiotropic repressor CodY	http://purl.uniprot.org/uniprot/P63846
GCF-001026925-protein3174.fasta	GCF_001026925	NZ_CP010867.1	1242944	1245143	3174	Single-stranded-DNA-specific exonuclease RecJ	http://purl.uniprot.org/uniprot/A0A0E1EI56
GCF-001026925-protein2575.fasta	GCF_001026925	NZ_CP010867.1	608577	608961	2575	PF06125 family protein	http://purl.uniprot.org/uniprot/W3XS57
GCF-001026925-protein2946.fasta	GCF_001026925	NZ_CP010867.1	1012798	1014364	2946	Signal recognition particle protein	http://purl.uniprot.org/uniprot/A0A1F0CGI0
GCF-001026925-protein2764.fasta	GCF_001026925	NZ_CP010867.1	811200	811941	2764	1-acyl-sn-glycerol-3-phosphate acyltransferase	http://purl.uniprot.org/uniprot/S9CTL9
GCF-001026925-protein3201.fasta	GCF_001026925	NZ_CP010867.1	1272057	1272978	3201	Laminin binding protein	http://purl.uniprot.org/uniprot/Q48R54
GCF-000689235-protein919.fasta	GCF_000689235	NZ_HG939456.1	979699	980728	919	Iron chelate uptake ABC transporter, iron chelate-binding protein	http://purl.uniprot.org/uniprot/F8Y0C3
GCF-000196055-protein44.fasta	GCF_000196055	NC_004368.1	60991	61249	44	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7V0
GCF-000689235-protein65.fasta	GCF_000689235	NZ_HG939456.1	81797	82058	65	30S ribosomal protein S17	http://purl.uniprot.org/uniprot/P0DE79
GCF-000689235-protein461.fasta	GCF_000689235	NZ_HG939456.1	490458	490704	461	Membrane protein	http://purl.uniprot.org/uniprot/S9CPZ5
GCF-000689235-protein458.fasta	GCF_000689235	NZ_HG939456.1	486980	487949	458	Glucokinase	http://purl.uniprot.org/uniprot/S9CQ00
GCF-001026925-protein2324.fasta	GCF_001026925	NZ_CP010867.1	352114	353203	2324	Glycerol dehydrogenase	http://purl.uniprot.org/uniprot/F8XYI5
GCF-001026925-protein2237.fasta	GCF_001026925	NZ_CP010867.1	255616	256798	2237	FMN adenylyltransferase	http://purl.uniprot.org/uniprot/A0A1F0CCI3
GCF-000689235-protein599.fasta	GCF_000689235	NZ_HG939456.1	631034	631853	599	Peptidase M13	http://purl.uniprot.org/uniprot/A0A1J7W3A0
GCF-001026925-protein2892.fasta	GCF_001026925	NZ_CP010867.1	956436	957135	2892	ABC transporter	http://purl.uniprot.org/uniprot/A0A0E1ELM4
GCF-000007265-protein419.fasta	GCF_000007265	NC_004116.1	447506	451676	419	Surface protein Rib	http://purl.uniprot.org/uniprot/Q8E1C4
GCF-001026925-protein3208.fasta	GCF_001026925	NZ_CP010867.1	1281782	1283018	3208	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EI85
GCF-001026925-protein3609.fasta	GCF_001026925	NZ_CP010867.1	1688937	1689531	3609	Signal peptidase I	http://purl.uniprot.org/uniprot/A0A0E1ENS0
GCF-001026925-protein3095.fasta	GCF_001026925	NZ_CP010867.1	1163539	1164304	3095	Hydrolase	http://purl.uniprot.org/uniprot/A0A0H1IGE6
GCF-000689235-protein1893.fasta	GCF_000689235	NZ_HG939456.1	1970750	1970954	1893	Cold shock protein	http://purl.uniprot.org/uniprot/F8Y3S7
GCF-000689235-protein917.fasta	GCF_000689235	NZ_HG939456.1	976504	978625	917	DNA topoisomerase 1	http://purl.uniprot.org/uniprot/S9CAB3
GCF-000196055-protein476.fasta	GCF_000196055	NC_004368.1	497011	500392	476	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E6U1
GCF-001026925-protein3041.fasta	GCF_001026925	NZ_CP010867.1	1110740	1111571	3041	Release factor glutamine methyltransferase	http://purl.uniprot.org/uniprot/F8Y0I9
GCF-001026925-protein4000.fasta	GCF_001026925	NZ_CP010867.1	2075020	2075725	4000	tRNA synthetase subunit beta	http://purl.uniprot.org/uniprot/A0A0E1EPX8
GCF-000689235-protein940.fasta	GCF_000689235	NZ_HG939456.1	1003243	1003486	940	Type VII secretion protein, YukD family	http://purl.uniprot.org/uniprot/E7S4B9
GCF-000689235-protein1913.fasta	GCF_000689235	NZ_HG939456.1	1988879	1990145	1913	Integrase	http://purl.uniprot.org/uniprot/A0A1A9E3V1
GCF-000689235-protein748.fasta	GCF_000689235	NZ_HG939456.1	789038	789536	748	GAF domain-containing protein	http://purl.uniprot.org/uniprot/F8XZX2
GCF-000196055-protein378.fasta	GCF_000196055	NC_004368.1	390854	391265	378	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8HDB5
GCF-000689235-protein346.fasta	GCF_000689235	NZ_HG939456.1	376931	377543	346	Membrane protein	http://purl.uniprot.org/uniprot/S9CLP1
GCF-000689235-protein1477.fasta	GCF_000689235	NZ_HG939456.1	1553997	1554690	1477	Methionine ABC transporter permease	http://purl.uniprot.org/uniprot/S9AV86
